Column,Value
EstateName,HONG KONG INTERNATIONAL SCHOOL
EstateName,WONG NAI CHUNG RESERVOIR WORKMEN'S QUARTERS WATER SUPPLIES DEPARTMENT HONG KONG
EstateName,"72, DEEP WATER BAY ROAD"
EstateName,ABERDEEN TECHNICAL SCHOOL SALESIAN FATHERS'
EstateName,ISLAND ROAD GOVERNMENT PRIMARY SCHOOL
EstateName,LITTLE SISTERS OF THE POOR ST. MARY'S HOME FOR THE AGED
EstateName,STANLEY CREST
EstateName,WSD STAFF QUARTERS
EstateName,PRECIOUS BLOOD PRIMARY SCHOOL (SOUTH HORIZONS)
EstateName,STANLEY MAIN SEWAGE PUMPING STATION
EstateName,TAM GARDENS
EstateName,LEISURE AND CULTURAL SERVICES DEPARTMENT STAFF QUARTERS
EstateName,CAPE VILLA
EstateName,CYPRESSWAVER VILLAS
EstateName,DEEP WATER BAY SUBMARINE CABLE STATION
EstateName,VILLA ELLENBUD
EstateName,HELENE GARDEN
EstateName,REPULSE BAY TOWERS
EstateName,RESIDENCE BEL-AIR
EstateName,KA WO BUILDING
EstateName,CELESTIAL GARDEN
EstateName,ABERDEEN BAPTIST LUI MING CHOI COLLEGE
EstateName,ST PETER'S CHURCH
EstateName,SAINT ANNE'S CATHOLIC CHURCH & SAINT TERESA'S SCHOOL
EstateName,HONG KONG SOUTHERN DISTRICT GOVERNMENT PRIMARY SCHOOL
EstateName,ABERDEEN TREATMENT WORKS
EstateName,CANADIAN INTERNATIONAL SCHOOL OF HONG KONG
EstateName,THE ISF ACADEMY
EstateName,VICTORIA SHANGHAI ACADEMY
EstateName,AP LEI CHAU ESTATE
EstateName,KWUN YUM TEMPLE
EstateName,CASA DEL SOL
EstateName,HONG KONG POLICE COLLEGE
EstateName,WAH FU (I) ESTATE
EstateName,TIN WAN ESTATE
EstateName,CARITAS WU CHENG-CHUNG SECONDARY SCHOOL
EstateName,ST. PETER'S SECONDARY SCHOOL
EstateName,THE ACADEMY'S LANDMARK HERITAGE CAMPUS
EstateName,OCEAN PARK HONG KONG
EstateName,VICTORIA ROAD STATION BUILDING
EstateName,CHEK CHUE BARRACKS
EstateName,HONG KONG PARKVIEW
EstateName,TAI TAM GARDENS
EstateName,SAINT STEPHEN'S COLLEGE
EstateName,WOODGREEN ESTATE
EstateName,QUEEN MARY HOSPITAL
EstateName,EVERGREEN GARDEN
EstateName,TAI TAM CRESCENT
EstateName,POKFULAM GARDENS
EstateName,MIDDLETON TOWERS
EstateName,STANLEY PLAZA
EstateName,HILLGROVE
EstateName,THE HONG KONG SEA SCHOOL
EstateName,POK FU LAM FIRE STATION
EstateName,HONG KONG RED CROSS THE JOHN F. KENNEDY CENTRE
EstateName,BELLEVIEW PLACE
EstateName,BEACH POINTE
EstateName,32 REPULSE BAY ROAD
EstateName,34 ISLAND ROAD
EstateName,VENTURA VILLA
EstateName,33 CAPE ROAD
EstateName,PRECIOUS BLOOD PRIMARY SCHOOL (WAH FU ESTATE)
EstateName,STANLEY WATERFRONT MART
EstateName,THE CARMINA
EstateName,VILLA CORNICHE
EstateName,TURTLE COVE
EstateName,33 ISLAND ROAD
EstateName,RODRIGUES COURT
EstateName,1 SHOUSON HILL ROAD EAST
EstateName,THE REPULSE BAY
EstateName,SOUTH BAY VILLAS
EstateName,DEEPDENE
EstateName,HKUGA COLLEGE
EstateName,SANDY BAY FRESH WATER PUMPING STATION
EstateName,37 ISLAND ROAD
EstateName,BROADVIEW COURT
EstateName,BISNEY CREST
EstateName,"THE HONG KONG ICE & COLD STORAGE CO., LTD."
EstateName,REPULSE BAY APARTMENTS
EstateName,CHUNG HOM KOK STATION BUILDING
EstateName,37 SHOUSON HILL ROAD
EstateName,THE NAUTILUS
EstateName,STANLEY PUBLIC DISPENSARY
EstateName,27 CONSORT RISE
EstateName,GRANTHAM HOSPITAL
EstateName,45 ISLAND ROAD
EstateName,NAM FUNG ROAD STATION BUILDING
EstateName,ISLAND GROVE
EstateName,CARRIANNA SASSOON
EstateName,SOUTH HORIZONS
EstateName,SHEK O VILLAGE
EstateName,JESSVILLE
EstateName,HONG KONG OCEAN PARK MARRIOTT HOTEL
EstateName,AP LEI CHAU FIRE STATION
EstateName,TIN WAN STATION BUILDING
EstateName,LEI TUNG ESTATE
EstateName,FELIX VILLAS
EstateName,GOLF COURSE
EstateName,A SQUARE
EstateName,SOUTHLAND
EstateName,HONG KONG PHAB ASSOCIATION JOCKEY CLUB PHAB CAMP
EstateName,LA MARINA
EstateName,TAI LONG WAN VILLAGE
EstateName,YUE KWONG CHUEN
EstateName,AP LEI CHAU CENTRE
EstateName,ABERDEEN CENTRE
EstateName,YUE ON COURT
EstateName,BAGUIO VILLA
EstateName,CHI FU FA YUEN
EstateName,SCENIC VILLAS
EstateName,SOUTH BAY GARDEN
EstateName,THE MANHATTAN
EstateName,VILLA MARTINI
EstateName,GREENVALE
EstateName,KA LUNG COURT
EstateName,WAH FU (II) ESTATE
EstateName,SOUTHMARK
EstateName,WONG CHUK HANG COMPLEX FOR ELDERLY
EstateName,LUNG YAN COURT
EstateName,HUNG FUK COURT
EstateName,STANFORD VILLA
EstateName,SOUTH WAVE COURT
EstateName,HO'S VILLA
EstateName,WAH KWAI ESTATE
EstateName,MARINA HABITAT
EstateName,SOUTH BAY PALACE
EstateName,CHERRY COURT
EstateName,YUE FAI COURT
EstateName,SHEK PAI WAN ESTATE
EstateName,MA HANG ESTATE
EstateName,LA MER
EstateName,THE REDHILL PENINSULA
EstateName,CYBERPORT
EstateName,DUCHESS OF KENT CHILDREN'S HOSPITAL
EstateName,REGENT PALISADES
EstateName,ISLAND SOUTH
EstateName,JING HUI GARDEN
EstateName,PACIFIC VIEW
EstateName,SEABRANCH
EstateName,WOODLAND VILLA
EstateName,THE BEACHSIDE
EstateName,WATERFRONT SOUTH
EstateName,VICTORIA COAST
EstateName,VILLA CECIL PHASE III
EstateName,SHAM WAN TOWERS
EstateName,BANOO VILLA
EstateName,BEL-AIR ON THE PEAK
EstateName,AQUA 33
EstateName,HORIZON LODGE
EstateName,RUBY COURT
EstateName,BAUHINIA GARDENS
EstateName,CONSORT VILLAS
EstateName,LUNG TAK COURT
EstateName,KINGLEY INDUSTRIAL BUILDING
EstateName,SUNLIGHT COURT
EstateName,VILLA CECIL PHASE II
EstateName,CITY ICON
EstateName,YUE HING COURT
EstateName,MARINELLA
EstateName,LARVOTTO
EstateName,8 DEEP WATER BAY DRIVE
EstateName,MARINA SOUTH
EstateName,NAM LONG HOSPITAL
EstateName,PULSA
EstateName,MIKLAGARD
EstateName,BAY VILLAS
EstateName,SHOUSON PEAK
EstateName,ANSALDO
EstateName,VILLA BEL-AIR
EstateName,VILLA CECIL
EstateName,ROYAL BAY
EstateName,PINEWAVER VILLAS
EstateName,ABERDEEN SPORTS GROUND
EstateName,LA MONTAGNE
EstateName,TREASURE SPOT PALACE
EstateName,TAI PO SPORTS GROUND SQUASH AND TENNIS CENTRE
EstateName,TRANSTECH OPTICAL COMMUNICATION COMPANY LIMITED
EstateName,TECHNO ENTERPRISE LTD.
EstateName,FULLER GARDEN
EstateName,TAI PO EAST FIRE STATION
EstateName,HA HANG GOVERNMENT STAFF QUARTERS
EstateName,ELEGANCE VILLA
EstateName,TAP MUN
EstateName,ELLE VILLAS PHASE 3
EstateName,"HAN SHENG TANG HERBAL TECHNOLOGIES CO., LTD."
EstateName,TAI WO ESTATE
EstateName,THE EDUCATION UNIVERSITY OF HONG KONG
EstateName,SEAVIEW VILLAS
EstateName,HOI HA
EstateName,TRACKSIDE VILLAS
EstateName,TAI PO CENTRE
EstateName,TAI PO INNOPARK
EstateName,TAI PO ARTS CENTRE
EstateName,TAI PO COMMUNITY CENTRE
EstateName,TAK NGA COURT
EstateName,TAI PO TAU TREATMENT WORKS
EstateName,RURAL ESTATE
EstateName,CONSTELLATION COVE
EstateName,TONG MIN TSUEN
EstateName,TAI PO TAU
EstateName,STRAFFORD HOUSE
EstateName,MARINE DEPARTMENT TAI PO MARINE OFFICE
EstateName,PO LEUNG KUK TIN KA PING PRIMARY SCHOOL
EstateName,TAI PO PLAZA
EstateName,FORTUNE PLAZA
EstateName,SELECTA GARDEN
EstateName,JADE PLAZA
EstateName,SUN HING GARDEN
EstateName,TAI PO SEWAGE TREATMENT WORKS
EstateName,SHUEN WAN CHIM UK
EstateName,"TUNG TSZ SCOUT CENTRE, SCOUT ASSOCIATION OF HONG KONG"
EstateName,MANNING GARDEN
EstateName,MAK UK
EstateName,SERENITY VILLA
EstateName,THE HORIZON
EstateName,FULL SCENE GARDEN
EstateName,5 LAI CHI SHAN
EstateName,COUNTRY ART MUSEUM
EstateName,ALICE HO MIU LING NETHERSOLE HOSPITAL
EstateName,NORWEGIAN INTERNATIONAL SCHOOL
EstateName,OLD TAI PO MARKET RAILWAY STATION
EstateName,CHUNG UK TSUEN
EstateName,SAM MUN TSAI NEW VILLAGE
EstateName,CASA BRAVA
EstateName,BLOSSOM VILLAS PHASE II
EstateName,TAI PING INDUSTRIAL CENTRE
EstateName,NAM HANG
EstateName,KAM SHAN
EstateName,PUN CHUN YUEN
EstateName,EMERALD PALACE
EstateName,AMERICAN SCHOOL HONG KONG
EstateName,VILLA CASTELL
EstateName,DEERHILL BAY
EstateName,SAVANNA GARDEN
EstateName,HONG KONG BAPTIST THEOLOGICAL SEMINARY
EstateName,CHEUNG SHUE TAN
EstateName,PROVIDENCE BAY
EstateName,TAI YUEN ESTATE
EstateName,TAI TAN
EstateName,FORTUNE GARDEN
EstateName,ONTOLO
EstateName,TSZ SHAN MONASTERY
EstateName,APT SATELLITE COMPANY LIMITED
EstateName,KWONG FUK ESTATE
EstateName,JC CASTLE
EstateName,REDLAND GARDEN
EstateName,FU SHIN ESTATE
EstateName,HONG KONG INSTITUTE OF CONSTRUCTION TAI PO TRAINING GROUND
EstateName,MONT VERT
EstateName,GRAND PALISADES
EstateName,VILLA COSTA
EstateName,HAMPSTEAD
EstateName,TAI PO SAM YUK SECONDARY SCHOOL
EstateName,LAW TING PONG SECONDARY SCHOOL
EstateName,MANNES VILLA
EstateName,THE BEVERLY HILLS
EstateName,GREENERY PLAZA
EstateName,SOKA GAKKAI INTERNATIONAL OF HONG KONG CULTURAL AND RECREATIONAL CENTRE
EstateName,PLOVER COVE GARDEN
EstateName,UPTOWN PLAZA
EstateName,THE PARAGON
EstateName,LING LIANG CHURCH M H LAU SECONDARY SCHOOL
EstateName,HA TEI HA
EstateName,L' UTOPIE
EstateName,TAI HANG GARDEN
EstateName,FONG MA PO
EstateName,CLASSICAL GARDENS II
EstateName,TMT 222
EstateName,CLASSICAL GARDENS I
EstateName,SYMPHONY BAY VILLA CONCERTO
EstateName,SYMPHONY BAY VILLA RHAPSODY
EstateName,PRINCE GARDEN
EstateName,SOLARIA
EstateName,PARC VERSAILLES
EstateName,MEADOW COVE
EstateName,CENTRA HORIZON
EstateName,BUDDHIST TAI KWONG MIDDLE SCHOOL
EstateName,VILLA LUCCA
EstateName,MAYFAIR BY THE SEA 8
EstateName,THE REGENT
EstateName,TAI PO TUNG CHEONG STREET LEISURE BUILDING
EstateName,TUNG CHEONG STREET COMMUNITY HALL
EstateName,UNIVERSITY HILL
EstateName,THE PENTECOSTAL HOLINESS CHURCH WING KWONG JUNIOR SCHOOL
EstateName,FU TIP ESTATE
EstateName,TAI PO GARDEN
EstateName,ELEGANCE GARDEN
EstateName,HONG LOK YUEN
EstateName,CLASSICAL GARDENS
EstateName,FOOK ON BUILDING
EstateName,WANG FUK COURT
EstateName,SERENITY PARK
EstateName,HILLTOP GARDEN
EstateName,JADE VIEW VILLA
EstateName,SPRINGDALE GARDEN
EstateName,CHUNG NGA COURT
EstateName,RICHWOOD PARK
EstateName,RICHMOND HILL GARDEN
EstateName,CAMEO COURT
EstateName,SYMPHONY BAY
EstateName,YAT WING GARDEN
EstateName,SUNLIGHT GARDEN
EstateName,HONG LOK VILLA
EstateName,THE WONDERLAND
EstateName,WAN TAU TONG ESTATE
EstateName,CHATEAU DE MAISON
EstateName,HONG SHING GARDEN
EstateName,PO NGA COURT
EstateName,PICTORIAL PEAK
EstateName,SUNSHINE GARDEN
EstateName,DRAGON VILLA
EstateName,THE EDUCATION UNIVERSITY OF H K
EstateName,TAI PO HOSPITAL
EstateName,LA FONTAINE
EstateName,KING NGA COURT
EstateName,THE MANGROVE
EstateName,MARVELOUS VILLA
EstateName,JOYOUS VILLA
EstateName,CASE PAPILLON
EstateName,FU HENG ESTATE
EstateName,TAI PING INDUSTRIAL PARK
EstateName,PROSPEROUS VILLA
EstateName,THE PARAMOUNT
EstateName,CLASSICAL GDNS
EstateName,MING NGA COURT
EstateName,TREASURE GARDEN
EstateName,YEE NGA COURT
EstateName,SERENITY PARK II
EstateName,BEAUTIFUL GARDEN
EstateName,EVERGREEN COURT
EstateName,YUK CHUEN GARDEN
EstateName,YAT NGA COURT
EstateName,THE GOLDEN GATE
EstateName,TAI WO CENTRE
EstateName,EIGHTLAND GARDENS
EstateName,ON TING KUI
EstateName,TOLO RIDGE
EstateName,FULLER GARDENS
EstateName,MAYFAIR BY THE SEA II
EstateName,TING NGA COURT
EstateName,THE GRACES.PROVIDENCE BAY
EstateName,BLOOSOM VILLAS PHASE III
EstateName,ELLE VILLAS
EstateName,THE GRANDFIELD
EstateName,THE BALMORAL
EstateName,PROVIDENCE PEAK
EstateName,BLOSSOM VILLAS PHASE III
EstateName,PO HEUNG ESTATE
EstateName,MAYFAIR BY THE SEA I
EstateName,ST MARTIN
EstateName,ALICE HO MIU LING NETHERSOLE HOSP
EstateName,CASA MARINA I
EstateName,CASA MARINA II
EstateName,GREEN COVE
EstateName,TREASURESPOT GARDEN
EstateName,AZTEC LODGE
EstateName,THRIVING INDUSTRIAL CENTRE
EstateName,YUEN YUEN CARE & ATTENTION HOME FOR THE AGED
EstateName,PARK ISLAND
EstateName,LADY TRENCH POLYCLINIC
EstateName,TSUEN TUNG FACTORY BUILDING
EstateName,TSUEN WAN GOVERNMENT SECONDARY SCHOOL
EstateName,WAI TSUEN SPORTS CENTRE
EstateName,TSUEN WAN CHIU CHOW PUBLIC SCHOOL
EstateName,TSUEN WAN CENTRE
EstateName,HOI PA RESITE VILLAGE
EstateName,SHING MUN VALLEY SWIMMING COMPLEX
EstateName,HOLY CROSS LUTHERAN SCHOOL
EstateName,HOI PA STREET GOVERNMENT PRIMARY SCHOOL
EstateName,WO YI HOP
EstateName,HO PUI TSUEN
EstateName,TSUEN WAN WEST SPORTS CENTRE
EstateName,TSUEN CHEONG CENTRE
EstateName,EAST ASIA GARDENS
EstateName,SEA CREST VILLA PHASE 2
EstateName,VISTACOVE
EstateName,SHEK WAI KOK ESTATE
EstateName,VISTA DEL MAR
EstateName,SHEUNG KWAI CHUNG VILLAGE
EstateName,HO FAI GARDEN
EstateName,VISION CITY
EstateName,LUK YEUNG SUN CHUEN
EstateName,LAVENDER GARDEN
EstateName,FUK LOI ESTATE
EstateName,RHINE GARDEN
EstateName,ONE KOWLOON PEAK
EstateName,THE WESTMINSTER TERRACE
EstateName,GREENVIEW TERRACE
EstateName,MUK MIN HA TSUEN
EstateName,HONG KONG INTANGIBLE CULTURAL HERITAGE CENTRE
EstateName,TSUEN WAN TOWN SQUARE
EstateName,LUNG TANG COURT
EstateName,CLAGUE GARDEN ESTATE
EstateName,MA WAN PARK
EstateName,SHING MUN VALLEY SPORTS GROUND
EstateName,YAN CHAI HOSPITAL
EstateName,BELVEDERE GARDEN PHASE 3
EstateName,PAVILIA BAY
EstateName,THE RISE
EstateName,PAI MIN KOK VILLAGE
EstateName,BELVEDERE GARDEN PHASE 2
EstateName,WEALTHY GARDEN
EstateName,NINA TOWER
EstateName,FOO YU BUILDING
EstateName,CHUEN LUNG
EstateName,WELLNESS LODGE
EstateName,LEI MUK SHUE ESTATE
EstateName,CHEONG WAH BUILDING
EstateName,MOON LOK DAI HA
EstateName,CHEUNG SHAN ESTATE
EstateName,TING KAU VILLA
EstateName,BELVEDERE GARDEN
EstateName,HANLEY VILLA
EstateName,TSUEN TAK GARDENS
EstateName,LEADER INDUSTRIAL CENTRE
EstateName,WATERSIDE PLAZA
EstateName,TAK FUNG INDUSTRIAL CENTRE
EstateName,TSUEN KING GARDEN
EstateName,TSUEN WAN PLAZA
EstateName,SUNNY VILLA
EstateName,KAM FUNG GARDEN
EstateName,ALLWAY GARDENS
EstateName,RIVIERA GARDENS
EstateName,TEXACO ROAD INDUSTRIAL CENTRE
EstateName,LIDO GARDEN
EstateName,CITY LANDMARK II
EstateName,HI-TECH INDUSTRIAL CENTRE
EstateName,BELLAGIO
EstateName,HERMITA VILLA
EstateName,THE CLIVEDEN
EstateName,THE CAIRNHILL
EstateName,BAYVIEW GARDEN
EstateName,CHING HING INDUSTRIAL BUILDING
EstateName,LONG BEACH GARDENS
EstateName,SEA CLIFF LODGE
EstateName,TSUEN WAN GARDEN
EstateName,SUMMIT TERRACE
EstateName,THE DYNASTY
EstateName,NEW HAVEN
EstateName,VISTA COVE
EstateName,BO SHEK MANSION
EstateName,GREENVIEW COURT
EstateName,TSUEN KAM CENTRE
EstateName,WAH SHING BUILDING
EstateName,ROYAL SEA CREST
EstateName,DISCOVERY PARK
EstateName,OCEAN POINTE
EstateName,JOYFUL BUILDING
EstateName,WINTOP PLACE
EstateName,REGENT CENTRE
EstateName,ANGLERS' BAY
EstateName,SERENADE COVE
EstateName,SHUI CHEONG INDUSTRIAL BUILDING
EstateName,WING YU FACTORY BUILDING
EstateName,CITY POINT
EstateName,NGAR CHI MANSION
EstateName,FAIRVIEW GARDEN
EstateName,W MEGA
EstateName,PRIMROSE HILL
EstateName,SKYLINE PLAZA
EstateName,MA WAN FISHERMEN BLOCKS
EstateName,DEAUVILLE
EstateName,PARC CITY
EstateName,SHEUNG CHUI COURT
EstateName,OCEAN PRIDE
EstateName,L'AQUATIQUE
EstateName,THE AURORA
EstateName,THE PAVILIA BAY
EstateName,LIDO GREEN
EstateName,GRAND RIVIERA
EstateName,THE SEAFRONT
EstateName,YAN CHAI RESIDENCE
EstateName,TSUEN WAN DEPOT
EstateName,PRIME VIEW GARDEN
EstateName,BARBECUE GARDENS
EstateName,SUN FAI GARDEN
EstateName,CASTLE PEAK HOSPITAL NURSES QUARTER
EstateName,MOUNTAIN VIEW
EstateName,CASTLE PEAK HOSPITAL
EstateName,TSING CHUNG KOON ROAD GOVERNMENT QUARTERS
EstateName,CASTLE PEAK GOVERNMENT QUARTERS
EstateName,TAI HING GARDENS PHASE 2
EstateName,CASTLE PEAK POWER STATION
EstateName,GOODMAN TUEN MUN DISTRIBUTION CENTRE
EstateName,BUTTERFLY ESTATE
EstateName,SIU LAM PSYCHIATRIC CENTRE JUNIOR STAFF MARRIED QUARTERS
EstateName,PAK LONG
EstateName,MELODY GARDEN
EstateName,TUEN MUN FERRY TERMINAL
EstateName,YUET WU VILLA
EstateName,KAU HUI SUBSTATION
EstateName,CHING CHUNG KOON
EstateName,HOTEL COZI RESORT
EstateName,LUNG YAT ESTATE
EstateName,WO PING SAN TSUEN
EstateName,MIAMI BEACH TOWERS
EstateName,YAU OI ESTATE
EstateName,TAI HING OPERATIONAL BASE
EstateName,MONTE CARLO VILLAS
EstateName,SOUTH SEA VILLA
EstateName,GLORIOUS GARDEN
EstateName,ROYAL COVE
EstateName,RICH BUILDING
EstateName,BLESSING VILLA
EstateName,PEARL ISLAND VILLAS EASTERN BLOCK
EstateName,TUEN MUN RECREATION & SPORTS CENTRE
EstateName,THE CASTLE BAY
EstateName,FIONA GARDEN
EstateName,WING WAH GARDEN
EstateName,TUEN MUN DIVISIONAL FIRE STATION
EstateName,TAI LAM CENTRE FOR WOMEN
EstateName,SHIU WING STEEL
EstateName,SHENG KUNG HUI MUNG YAN PRIMARY SCHOOL
EstateName,JU CHING CHU SECONDARY SCHOOL (TUEN MUN)
EstateName,YAN CHAI HOSPITAL NO.2 SECONDARY SCHOOL
EstateName,YAN TIN ESTATE
EstateName,LUNG MUN OASIS
EstateName,GREENERY VILLA
EstateName,THE JOCKEY CLUB YAN OI TONG SWIMMING POOL
EstateName,DRAINAGE SERVICES DEPARTMENT PILLAR POINT SEWAGE TREATMENT WORKS
EstateName,E.M.S.D. TUEN MUN VEHICLE SERVICING STATION
EstateName,PALM COVE
EstateName,SIU SHAN COURT
EstateName,SIU ON COURT
EstateName,THE CHURCH OF CHRIST IN CHINA TAM LEE LAI FUN MEMORIAL SECONDARY SCHOOL
EstateName,NERINE COVE
EstateName,TUEN MUN WU HONG POLICE QUARTERS
EstateName,SIU HEI COURT
EstateName,TSING YUNG TERRACE
EstateName,ECOPARK
EstateName,TUEN MUN GOVERNMENT SECONDARY SCHOOL
EstateName,LINGNAN UNIVERSITY
EstateName,PO LEUNG KUK TANG YUK TIEN COLLEGE
EstateName,HONG KONG CUSTOMS COLLEGE
EstateName,SAN WAI COURT
EstateName,THE SHERWOOD
EstateName,YONKING GARDEN
EstateName,TUEN MUN NORTH WEST SWIMMING POOL
EstateName,RICHIE HOUSE
EstateName,KINGS PARK VILLA
EstateName,KAM WAH GARDEN
EstateName,TAI HING SPORTS CENTRE
EstateName,PIERHEAD GARDEN
EstateName,THE AEGEAN
EstateName,ON TING ESTATE
EstateName,SUN TUEN MUN CENTRE
EstateName,PEARL ISLAND VILLAS (BLOCK F)
EstateName,NAN FUNG INDUSTRIAL CITY
EstateName,CHING CHUNG SIN YUEN
EstateName,SHAN KING ESTATE
EstateName,LEUNG KING ESTATE
EstateName,SILVERN GARDEN
EstateName,TUEN MUN HOSPITAL
EstateName,CHU HAI COLLEGE OF HIGHER EDUCATION
EstateName,WU KING ESTATE
EstateName,BLACK POINT POWER STATION
EstateName,SIU LAM HOSPITAL
EstateName,KOON WAH MIRROR FACTORY (6TH) INDUSTRIAL BUILDING
EstateName,AVIGNON
EstateName,YICK LEE BUILDING
EstateName,THE HILLGROVE
EstateName,A.D.& F.D. OF POK OI HOSPITAL MRS. CHENG YAM ON SCHOOL
EstateName,HONG KONG SOCIETY FOR THE PROMOTION OF VIRTUE
EstateName,PO TIN ESTATE
EstateName,SAM SHING ESTATE
EstateName,SIU LUN COURT
EstateName,SHUN TAK FRATERNAL ASSOCIATION HO YAT TUNG PRIMARY SCHOOL
EstateName,ALPINE GARDEN
EstateName,PO LEUNG KUK HONG KONG TAOIST ASSOCIATION YUEN YUEN PRIMARY SCHOOL
EstateName,TUEN MUN DEPOT & SAN HUI SUBSTATION
EstateName,CASTLE PEAK DIVISIONAL POLICE STATION
EstateName,TSENG CHOI STREET GOVERNMENT SERVICES COMPLEX
EstateName,TREND PLAZA
EstateName,BAPTIST WING LUNG SECONDARY SCHOOL
EstateName,IMMIGRATION SERVICE INSTITUTE OF TRAINING AND DEVELOPMENT
EstateName,FU TAI ESTATE
EstateName,MA KAM MING CHARITABLE FOUNDATION MA KO PAN MEMORIAL COLLEGE
EstateName,HANFORD GARDEN
EstateName,TUEN TSZ WAI
EstateName,THE DRAKE
EstateName,CCC BUT SAN PRIMARY SCHOOL
EstateName,SAMUI VILLAGE
EstateName,LEPONT
EstateName,VILLA LA PLAGE
EstateName,TUEN FU ROAD DISCIPLINED SERVICES QUARTERS
EstateName,REGENCY BAY
EstateName,NAPA
EstateName,YAN OI TONG CHAN WONG SUK FONG MEMORIAL SECONDARY SCHOOL
EstateName,FONTANA VILLA
EstateName,MOUNT REGENCY
EstateName,MIU FAT BUDDHIST MONASTERY
EstateName,WO TIN ESTATE
EstateName,FAT YUEN CHING SHEA
EstateName,WOFOO FOUNDATION DR JOSEPH LEE WHOLE PERSON DEVELOPMENT EDUCATION CENTRE
EstateName,CROSSROADS FOUNDATION
EstateName,SKYPOINT ROYALE
EstateName,SEACOAST ROYALE
EstateName,STARFRONT ROYALE
EstateName,TAI HING COMMERCIAL CENTRE
EstateName,OMA OMA
EstateName,OMA BY THE SEA
EstateName,SEMPLE MEMORIAL SECONDARY SCHOOL
EstateName,SIU LAM INTEGRATED REHABILITATION SERVICES COMPLEX
EstateName,GOODMAN WESTLINK
EstateName,TUEN MUN TREATMENT WORKS STAFF QUARTERS
EstateName,THE WAVE
EstateName,TOI SHAN ASSOCIATION PRIMARY SCHOOL
EstateName,OCEAN CAMINO
EstateName,LEUNG TIN VILLAGE
EstateName,HONG CHI MORNINGHILL SCHOOL TUEN MUN
EstateName,KIN SANG ESTATE
EstateName,KINGSTON TERRACE
EstateName,ELDO COURT
EstateName,KAM LAI BUILDING
EstateName,PLAYMATES FACTORY BUILDING
EstateName,HONG KING GARDEN
EstateName,HONG TAK GARDENS
EstateName,TAI HING ESTATE
EstateName,HANG FUK BUILDING
EstateName,SEAVIEW GARDEN
EstateName,IVANHOE VILLA
EstateName,PEARL ISLAND VILLAS
EstateName,MEI HANG BUILDING
EstateName,AFFLUENCE GARDEN
EstateName,KAM TSZ VILLA
EstateName,HONG LAI GARDEN
EstateName,HONG KONG GOLD COAST
EstateName,PEARL ISLAND GARDEN
EstateName,SIU HONG COURT
EstateName,HONG TING COURT
EstateName,DRAGON INN COURT
EstateName,PO TONG GARDEN
EstateName,PO WAH GARDEN
EstateName,MING WONG GARDEN
EstateName,HOI TAK GARDENS
EstateName,KOON WAH MIRROR FTY (6TH) IND BLDG
EstateName,E LU
EstateName,CHIK YUEN
EstateName,TAI HING GARDENS
EstateName,SILCON GARDEN
EstateName,BAYVIEW TERRACE
EstateName,BLOSSOM GARDEN
EstateName,MARINA GARDEN
EstateName,TSUI NING GARDEN
EstateName,TUEN KING VILLA
EstateName,CHI LOK FA YUEN
EstateName,WALDORF GARDEN
EstateName,PALM COURT
EstateName,SIU HIN COURT
EstateName,GOODVIEW GARDEN
EstateName,TIN KING ESTATE
EstateName,BOTANIA VILLA
EstateName,GRAND PACIFIC VIEWS
EstateName,GRAND PACIFIC HEIGHTS
EstateName,WILHELMINA GARDEN
EstateName,VILLA TIARA
EstateName,PARKLAND VILLAS
EstateName,HANISON GARDEN
EstateName,VILLA PINADA
EstateName,OPULENT VILLA
EstateName,YUK FAI COURT
EstateName,GRAND PARK
EstateName,LINGRADE GARDEN
EstateName,GRACE GARDEN
EstateName,NICE YEAR GARDEN
EstateName,HANDSOME VILLA
EstateName,AEGEAN COAST
EstateName,VERDANT VILLA
EstateName,KAM CHEONG GARDEN
EstateName,RAINBOW GARDEN
EstateName,CASTLE PEAK VILLAS
EstateName,VENICE GARDENS
EstateName,RICHLAND GARDEN
EstateName,VILLA SAPPHIRE
EstateName,AQUAMARINE GARDEN
EstateName,SIU KWAI COURT
EstateName,EVERGREEN VILLA
EstateName,TAO YUEN
EstateName,PERIDOT COURT
EstateName,OCEANIA HEIGHTS
EstateName,BENEVILLE
EstateName,AQUA BLUE
EstateName,OAKLANDS COURT
EstateName,PARK COURT
EstateName,PEARL GARDEN
EstateName,YKK BUILDING
EstateName,TUEN MUN TOWN PLAZA
EstateName,HANDSOME COURT
EstateName,LUEN CHEONG CAN CENTRE
EstateName,THE HILL GROVE
EstateName,BELROSE PLACE
EstateName,CHING TSUI YUEN
EstateName,ELEGANCE GARDENS
EstateName,GRANDEUR GARDENS
EstateName,SPRING SEAVIEW TERRACE
EstateName,J C PLACE
EstateName,NOBLE PLACE
EstateName,CHELSEA HEIGHTS
EstateName,TAK LEE INDUSTRIAL CENTRE
EstateName,LOTTO VILLA
EstateName,FULL PARK
EstateName,2GETHER
EstateName,TO YUEN
EstateName,HARVEST GARDEN
EstateName,NEW TOWN MANSION
EstateName,GOLDILOCKS GARDEN
EstateName,THE EMPEROR VILLA
EstateName,PALM BEACH
EstateName,BRILLIANT GARDEN
EstateName,TINS CENTRE
EstateName,ARRONVILLE
EstateName,FARADAY HOUSE
EstateName,HANG WAI INDUSTRIAL CENTRE
